amfi_code,1Y_CAGR,3Y_CAGR,5Y_CAGR
100016,-2.224270997710287,1.292649342495622,2.3168434686413164
100025,3.704968580461343,3.9163899571040384,3.912652604315703
100033,53.23239623092084,32.442459421956116,26.0740682788986
101206,47.92412023860102,28.96769452874166,20.442729550832482
101207,-23.986031710270627,-4.152381044854481,6.953335702239261
101208,7.23664530138024,6.315784491375509,5.705734207350055
102885,20.207703983094838,19.66726206830185,15.87882255741997
102886,-16.797480944407305,-0.7674063178547241,1.0303498015576507
102887,13.5831349444816,25.556187904126524,14.6781096489218
118632,33.9810484550213,22.652359830098632,20.88111809083788
118633,25.539980483954096,21.08997654925684,14.188358083768593
118634,15.811221971300938,8.007927728656083,14.274127320122986
118635,22.493224932249344,20.00820838047148,13.914386506748544
118636,10.454939683040276,4.062205023777143,4.6639279794601585
119092,1.6091186722522632,0.5258871209757432,5.5825550357928355
119093,19.7667410165155,20.816771175535862,6.917406025598449
119094,22.261065131342207,35.11180209642853,24.445308534360557
119095,-42.797614558854406,-11.705806723995272,1.3376247776951455
119120,5.5219955107626895,5.840358798463097,5.164435669855361
119551,60.43734071403091,30.456524420302888,22.384873172214604
119552,5.706100044974027,16.267372294624916,18.713118910689765
119598,82.77605861507405,26.66992200118774,28.033223731546975
119599,13.947803355189968,-1.337386614488112,1.8056214403700421
120503,8.489081269294418,13.978381933703044,16.355566129520227
120504,13.064279264417976,32.48742855621496,20.23402803331422
120505,29.604659337893647,31.777537151234704,28.37676208804263
120506,41.81904829701364,18.421996537444542,14.88859671244569
120507,7.42505077613469,7.394286300360076,6.341690270358713
120841,16.837098075385626,17.26727508371786,11.81544242649819
120842,22.50195657587366,7.756003551327284,5.873842419478348
120843,26.657081760850154,29.58277033726251,26.74249401072899
120844,7.120323042122512,6.695971624586994,6.0604313665645115
125497,28.67535802656873,18.434488610520173,16.555918956858907
125498,15.443720834451845,11.245222866621418,9.880199138430035
148567,20.360678307711865,34.00091602163293,26.79927700697151
148568,14.269394138778924,14.748035533586012,19.56595954624316
148569,39.75176148971702,29.178901578393777,27.629859975784534
149322,18.11115252275146,18.04420648663614,11.695026862847113
149323,21.481222193726257,26.869990828902203,25.611806577839303
149324,65.13871892998797,27.000426614519245,27.91743018490922
